domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
search.nccih.nih.gov,51912,60218,21803,1.160001541,43.84019109,48797
sewp.nasa.gov,51912,186884,17650,3.600015411,228.2009555,51912
bphc.hrsa.gov,50874,121475,32186,2.387761922,84.71423517,52950
csa.fmcsa.dot.gov,50874,100710,34262,1.979596651,255.4896607,37377
fedidcard.gov,50874,202458,34262,3.979596651,221.8570193,49836
gateway-cat.usps.com,50874,153660,6229,3.020403349,321.91819,49836
lpdaac.usgs.gov,50874,123551,22841,2.428568621,134.8774816,50874
mcrdpi.marines.mil,50874,77868,43606,1.530605024,109.7346385,47759
rita.dot.gov,50874,64371,46721,1.265302512,63.28568621,50874
sanctuaries.noaa.gov,50874,142239,33224,2.795907536,260.0406888,53989
servicerefunds.usps.com,50874,78907,34262,1.55102803,97.73463852,36339
afrc.af.mil,49836,101748,24918,2.041656634,121.6660045,49836
jba.af.mil,49836,87213,21803,1.75,41.43727426,51912
jm.usembassy.gov,49836,146392,32186,2.937474918,249.8527972,48797
nationalguard.mil,49836,94480,40492,1.895818284,44.79141584,49836
ospo.noaa.gov,49836,119398,42568,2.395818284,98.79113492,51912
pubag.nal.usda.gov,49836,53989,43606,1.083333333,4.562484951,50874
qa.usembassy.gov,49836,84098,17650,1.687494984,179.7490168,48797
toxtown.nlm.nih.gov,49836,88251,42568,1.770828317,136.0617626,48797
cfmedicine.nlm.nih.gov,48797,67486,37377,1.382994856,46.34088161,47759
chemm.nlm.nih.gov,48797,52950,41530,1.085107691,40.14933295,47759
netl.doe.gov,48797,102786,34262,2.106399984,127.4055167,45683
nrd.gov,48797,93442,42568,1.914912802,36.02164067,48797
pmel.noaa.gov,48797,71639,41530,1.468102547,122.0012091,48797
aloha.gsa.gov,47759,61256,9344,1.28260642,186.3270169,44645
arpc.afrc.af.mil,47759,133934,26994,2.804371951,303.2624008,48797
certify.sba.gov,47759,694585,15574,14.54354153,584.1985804,48797
cr.usembassy.gov,47759,115245,33224,2.413053037,304.5884964,48797
dni.gov,47759,104863,43606,2.195669926,134.4571913,47759
dodcio.defense.gov,47759,149507,42568,3.130446617,156.6094767,48797
fitness.marines.mil,47759,103824,31147,2.173914864,192.6313993,50874
geneed.nlm.nih.gov,47759,62295,46721,1.304361482,84.89172721,47759
hanscom.af.mil,47759,79945,20765,1.673925333,60.6959526,47759
me.usembassy.gov,47759,120436,32186,2.521744593,58.21767625,47759
ors.od.nih.gov,47759,96557,37377,2.021755062,194.3053247,41530
tceols.cdc.gov,47759,796333,28033,16.67398815,676.6555832,50874
trngcmd.marines.mil,47759,153660,34262,3.217404049,261.762181,46721
et.usembassy.gov,46721,92404,31147,1.97778301,170.4222084,45683
fic.nih.gov,46721,91366,40492,1.95556602,245.5777488,47759
ro.usembassy.gov,46721,98633,28033,2.111106355,211.9110892,45683
smartpay.gsa.gov,46721,136010,41530,2.911110635,237.4222084,50874
usap.gov,46721,91366,28033,1.95556602,86.39999144,48797
cancergenome.nih.gov,45683,150545,32186,3.295427183,217.6351816,45683
drought.gov,45683,79945,36339,1.749994528,89.34043298,45683
hcup-us.ahrq.gov,45683,110054,34262,2.409079964,186.0899022,44645
research.va.gov,45683,93442,32186,2.0454436,163.3400171,50874
valu.va.gov,45683,115245,42568,2.522710855,126.635685,47759
cpars.gov,44645,68524,29071,1.534863927,93.09199238,44645
cs.amedd.army.mil,44645,76830,31147,1.720909396,101.8360847,44645
giss.nasa.gov,44645,71639,39453,1.604636577,66.48764699,47759
images.nasa.gov,44645,126666,55027,2.837182215,138.1147497,60218
lbjlibrary.org,44645,78907,40492,1.767431963,74.60383022,44645
lta.cr.usgs.gov,44645,83060,38415,1.860454698,138.0682495,44645
mycreditunion.gov,44645,77868,42568,1.74415948,41.58093851,44645
sv.usembassy.gov,44645,85136,30109,1.906954866,202.0907828,45683
geonames.usgs.gov,43606,95518,16612,2.190478375,174.2867725,44645
greateratlantic.fisheries.noaa.gov,43606,63333,16612,1.452391873,69.61945604,42568
kh.usembassy.gov,43606,90327,20765,2.071435124,122.595973,42568
vip.vetbiz.gov,43606,372730,23880,8.547676925,614.8132367,44645
crimesolutions.gov,42568,74754,34262,1.756107874,93.34150066,42568
digitalgov.gov,42568,59180,31147,1.390246194,38.80490039,41530
essearch.energystar.gov,42568,72677,17650,1.707315354,62.07320053,41530
faa.usajobs.gov,42568,73715,25956,1.731699868,299.8294024,7268
teen.smokefree.gov,42568,49836,37377,1.170738583,27,42568
visibleearth.nasa.gov,42568,109016,46721,2.560984777,77.24393911,48797
armyupress.army.mil,41530,62295,31147,1.5,80.42456056,41530
findhivcare.hrsa.gov,41530,50874,12459,1.22499398,91.6245124,22841
ke.usembassy.gov,41530,157813,30109,3.799975921,329.8981941,39453
ma.usembassy.gov,41530,95518,32186,2.299975921,137.9742596,41530
minorityhealth.hhs.gov,41530,86174,37377,2.074981941,144.5242235,43606
music.af.mil,41530,111092,18688,2.674981941,54.67469299,41530
nationsreportcard.gov,41530,84098,31147,2.02499398,221.0488081,41530
chcoc.gov,40492,73715,33224,1.820483058,118.1781093,40492
cms.fmcsa.dot.gov,40492,73715,32186,1.820483058,171.2800553,32186
fvap.gov,40492,273058,32186,6.74350489,279.6121456,40492
georgewbush-whitehouse.archives.gov,40492,59180,36339,1.461523264,23.69203793,40492
jo.usembassy.gov,40492,92404,17650,2.282031018,154.4853798,39453
pacom.mil,40492,94480,29071,2.333300405,75.15296849,40492
remm.nlm.gov,40492,45683,29071,1.128198163,101.4859972,40492
rw.usembassy.gov,40492,98633,10382,2.435863874,340.2524696,38415
travis.af.mil,40492,86174,32186,2.128173466,75.15296849,40492
af.usembassy.gov,39453,90327,21803,2.289483689,356.7131017,36339
aff.gov,39453,136010,6229,3.447393101,92.76382024,39453
authdev.nih.gov,39453,103824,22841,2.631586952,104.1323347,39453
centraltexas.va.gov,39453,63333,21803,1.605277165,299.0021545,37377
nl.usembassy.gov,39453,107977,35300,2.736851443,237.6596203,40492
nspires.nasaprs.com,39453,341582,18688,8.657947431,386.8975236,39453
pentagontours.osd.mil,39453,116283,26994,2.947380427,187.3171368,39453
pillbox.nlm.nih.gov,39453,105901,35300,2.684231871,109.7376372,34262
search.uscourts.gov,39453,91366,37377,2.315818822,88.39538185,22841
search.usps.com,39453,851360,523275,21.57909411,23.92122272,522237
uz.usembassy.gov,39453,105901,25956,2.684231871,174.4749449,37377
atlanta.va.gov,38415,51912,37377,1.35134713,81.9730574,42568
dc2kp11.cftc.gov,38415,262676,1038,6.837849798,764.7575687,39453
druginfo.nlm.nih.gov,38415,136010,35300,3.540544058,58.35142522,42568
id.usembassy.gov,38415,89289,32186,2.324326435,119.0812183,38415
nauticalcharts.noaa.gov,38415,85136,26994,2.216217623,197.4596642,37377
profiles.nlm.nih.gov,38415,73715,32186,1.918911883,120.1622804,40492
standards.nasa.gov,38415,68524,10382,1.783782377,74.51360146,38415
tampa.va.gov,38415,78907,23880,2.054067422,60.89196928,41530
atlanticarea.uscg.mil,37377,166119,39453,4.44441769,177.3323702,41530
blog.dol.gov,37377,47759,36339,1.277764401,119.6660246,37377
ciencia.nasa.gov,37377,56065,31147,1.499986623,134.2492709,36339
dtops.cbp.dhs.gov,37377,308359,12459,8.249966557,277.2484951,37377
eagnmnmepd4e.usps.gov,37377,49836,37377,1.333333333,2.638868823,37377
epi.grants.cancer.gov,37377,64371,25956,1.722208845,146.8880863,36339
es.medicare.gov,37377,55027,29071,1.472215534,84.63844075,37377
espanol.foodsafety.gov,37377,43606,33224,1.166653289,35.58313936,37377
ginniemae.gov,37377,56065,22841,1.499986623,65.30518768,37377
i736.cbp.dhs.gov,37377,51912,29071,1.388875512,41.66645263,37377
jber.jb.mil,37377,62295,23880,1.666666667,39.94421703,36339
nwrfc.noaa.gov,37377,57103,13497,1.527757712,128.2215266,37377
plainlanguage.gov,37377,72677,36339,1.944431067,27.80541509,37377
tennesseevalley.va.gov,37377,64371,18688,1.722208845,96.41613827,40492
at.usembassy.gov,36339,86174,16612,2.371391618,108.5129475,36339
autoauctions.gsa.gov,36339,326009,31147,8.971325573,485.5368612,36339
cfda.gov,36339,185846,31147,5.114229891,296.7677702,36339
hk.usconsulate.gov,36339,80983,23880,2.228542337,61.22782685,36339
hn.usembassy.gov,36339,72677,28033,1.999972481,98.39880019,36339
hudoig.gov,36339,69562,17650,1.914251906,201.1975288,36339
kg.usembassy.gov,36339,77868,12459,2.142821762,344.5100305,30109
kz.usembassy.gov,36339,102786,28033,2.82853133,112.6557418,34262
lasvegas.va.gov,36339,47759,24918,1.314262913,44.48515369,36339
mepcom.army.mil,36339,119398,33224,3.285671042,158.1694873,35300
moneyfactorystore.gov,36339,204534,30109,5.628498308,200.7403891,36339
search.copyright.gov,36339,66448,26994,1.828558849,59.37070365,36339
usahire.opm.gov,36339,1471192,23880,40.48520873,2144.230716,36339
uy.usembassy.gov,36339,125628,32186,3.457112194,224.8829357,35300
vcf.gov,36339,45683,14535,1.257134208,44.42802499,36339
banknet.gov,35300,52950,31147,1.5,66.0594051,35300
dtic.mil,35300,49836,29071,1.411784703,78.73597734,35300
eac.gov,35300,73715,22841,2.088243626,161.0014164,35300
fast.usps.com,35300,246064,14535,6.970651558,208.501813,31147
financialresearch.gov,35300,51912,20765,1.470594901,0.941189802,35300
gt.usembassy.gov,35300,69562,30109,1.970594901,100.4714731,35300
its.gov,35300,44645,22841,1.264730878,50.14750708,35300
oig.state.gov,35300,79945,14535,2.264730878,104.2067989,32186
surgeongeneral.gov,35300,58142,33224,1.647082153,87.73606232,35300
usfk.mil,35300,92404,18688,2.617677054,96.29495751,35300
beaufort.marines.mil,34262,110054,6229,3.212130057,306.3036017,34262
bts.gov,34262,115245,31147,3.363639017,262.3641352,32186
ecos.fws.gov,34262,157813,18688,4.606065028,366.1218843,32186
ht.usembassy.gov,34262,66448,22841,1.939408091,243.6671239,32186
landsatlook.usgs.gov,34262,50874,13497,1.484852023,12.87881618,37377
parkplanning.nps.gov,34262,93442,26994,2.727278034,199.0306754,30109
selectusa.gov,34262,43606,31147,1.272721966,67.51526472,34262
bcaws.aviationweather.gov,33224,485898,6229,14.6249097,1587.585119,33224
biloxi.va.gov,33224,57103,13497,1.718727426,38.49978931,34262
blog.epa.gov,33224,45683,32186,1.375,78.18706357,29071
connect.usa.gov,33224,41530,29071,1.25,103.8119432,29071
eglin.af.mil,33224,60218,32186,1.812484951,77.09333614,33224
forcecom.uscg.mil,33224,96557,19727,2.906242475,191.1864616,33224
ge.usembassy.gov,33224,75792,29071,2.281242475,46.24975921,32186
keesler.af.mil,33224,61256,25956,1.843727426,78.34333614,33224
macdill.af.mil,33224,79945,21803,2.406242475,140.9992475,33224
mbda.gov,33224,61256,30109,1.843727426,83.15579099,33224
niccs.us-cert.gov,33224,115245,24918,3.468727426,173.5615519,32186
nz.usembassy.gov,33224,91366,24918,2.75,128.5305502,30109
ojp.gov,33224,71639,28033,2.156242475,66.03088129,33224
tf.nist.gov,33224,44645,34262,1.343757525,34.46857693,38415
1940census.archives.gov,32186,163004,29071,5.064437954,138.8046045,32186
1stmardiv.marines.mil,32186,72677,30109,2.258031442,100.6761014,32186
asean.usmission.gov,32186,43606,21803,1.354812651,52.57994159,32186
boston.va.gov,32186,43606,24918,1.354812651,137.7723855,30109
ca.water.usgs.gov,32186,46721,26994,1.451593861,44.96715963,33224
fast.usps.gov,32186,175463,11421,5.451531722,80.22475611,33224
housing.af.mil,32186,52950,24918,1.64512521,117.0952277,32186
idcfars.bls.gov,32186,188960,28033,5.870875536,323.4150873,31147
justthinktwice.gov,32186,61256,30109,1.903187721,116.5146026,32186
labornet.dol.gov,32186,82021,13497,2.548344,186.5459206,32186
landsat.gsfc.nasa.gov,32186,114207,22841,3.548344,255.7385509,32186
mobile.arc.nasa.gov,32186,90327,30109,2.806406512,97.57935127,32186
mobile.va.gov,32186,57103,30109,1.774156466,150.8689803,30109
search.navy.mil,32186,120436,23880,3.74187535,228.0292363,13497
usastaffing.opm.gov,32186,478631,10382,14.87078233,857.5048158,32186
assignment.uspto.gov,31147,44645,28033,1.433364369,106.7344528,31147
bb.usembassy.gov,31147,99671,18688,3.200019263,304.6365621,32186
catpx-custreg.usps.com,31147,66448,7268,2.13336758,90.93431149,19727
cd.usembassy.gov,31147,51912,20765,1.666677369,102.8344303,31147
dm.af.mil,31147,44645,24918,1.433364369,43.76713648,31147
espanol.vaccines.gov,31147,102786,25956,3.300028895,196.2687578,31147
nationalgangcenter.gov,31147,114207,24918,3.666709474,368.4039233,31147
ngmdb.usgs.gov,31147,73715,20765,2.366680579,123.9679905,31147
polytrauma.va.gov,31147,35300,11421,1.133335474,67.53404822,30109
save.uscis.gov,31147,320818,14535,10.30012521,346.8369987,41530
search.noaa.gov,31147,111092,12459,3.566699843,204.4688413,32186
spangdahlem.af.mil,31147,97595,15574,3.13336758,115.267891,31147
beaconregistration.noaa.gov,30109,104863,17650,3.482779235,318.6216082,30109
buyusa.gov,30109,247102,24918,8.206914876,198.759175,28033
cfccharities.opm.gov,30109,169234,30109,5.620711415,86.34507954,29071
indianapolis.va.gov,30109,50874,23880,1.689660899,134.2762629,30109
maxwell.af.mil,30109,68524,24918,2.275864359,84.93128301,33224
npgallery.nps.gov,30109,121475,26994,4.034507954,109.1382311,31147
portal.gdc.cancer.gov,30109,49836,17650,1.655186157,142.9314491,30109
portland.va.gov,30109,60218,22841,2,157.6211432,32186
search.ada.gov,30109,56065,16612,1.86206782,68.44847056,26994
ttb.gov,30109,105901,16612,3.517253977,670.8295194,32186
usun.state.gov,30109,64371,21803,2.13793218,85.6209439,30109
whistleblowers.gov,30109,56065,25956,1.86206782,43.06908233,30109
archive.move.mil,29071,64371,23880,2.214268515,164.8562485,26994
blogs.fda.gov,29071,48797,31147,1.67854563,65.92821024,33224
centcom.mil,29071,83060,24918,2.857142857,187.5346909,29071
lb.usembassy.gov,29071,64371,18688,2.214268515,184.7846995,29071
mchb.hrsa.gov,29071,68524,26994,2.357125658,121.6421864,31147
my.usajobs.gov,29071,548193,61256,18.85703966,437.4619036,33224
nasa3d.arc.nasa.gov,29071,133934,28033,4.607134258,162.6062743,26994
nixonlibrary.gov,29071,67486,26994,2.321419972,58.82109319,29071
ofmpub.epa.gov,29071,614641,45683,21.14275395,469.1403117,46721
onboarding.usastaffing.gov,29071,301091,14535,10.35709126,519.0685907,29071
srdata.nist.gov,29071,105901,23880,3.642839944,240.9272471,29071
www2a.cdc.gov,29071,69562,32186,2.392831344,91.82092119,30109
bhs.econ.census.gov,28033,41530,26994,1.48146827,106.4429066,28033
caregiver.va.gov,28033,119398,28033,4.259194521,213.5524917,32186
espanol.stopbullying.gov,28033,36339,23880,1.296293654,52.03627867,26994
flra.gov,28033,55027,24918,1.962936539,128.8129704,28033
getsmartaboutdrugs.gov,28033,61256,26994,2.185138943,132.9610459,28033
gis.ncdc.noaa.gov,28033,57103,14535,2.036992116,83.70249349,32186
houston.va.gov,28033,44645,25956,1.592587308,130.8129348,29071
jobview.doors.dol.gov,28033,30109,26994,1.074055577,21.88855991,26994
mcbhawaii.marines.mil,28033,40492,21803,1.444440481,43.22159598,28033
meps.ahrq.gov,28033,87213,12459,3.111083366,157.4051297,28033
my.usembassy.gov,28033,61256,20765,2.185138943,91.66535868,28033
mymoney.gov,28033,82021,24918,2.925873078,225.959726,28033
pittsburgh.va.gov,28033,57103,21803,2.036992116,93.81346984,28033
preview.weather.gov,28033,83060,52950,2.962936539,64.73980666,40492
publicaccess.nih.gov,28033,58142,11421,2.074055577,200.1452574,26994
savingsbonds.gov,28033,76830,20765,2.740698463,123.8870973,28033
vsc.gsa.gov,28033,56065,7268,1.999964328,344.4024543,24918
afcent.af.mil,26994,65409,22841,2.423094021,64.80855005,28033
afsc.noaa.gov,26994,42568,25956,1.576943024,121.8861969,28033
archive.defense.gov,26994,70601,33224,2.615433059,147.9250204,31147
comptroller.defense.gov,26994,62295,30109,2.307735052,36.15433059,32186
govsales.gov,26994,182731,24918,6.769319108,572.0459361,26994
heasarc.gsfc.nasa.gov,26994,59180,29071,2.192339038,123.655479,30109
lance.modaps.eosdis.nasa.gov,26994,85136,8306,3.153886049,50.65451582,25956
map.gsfc.nasa.gov,26994,63333,22841,2.346188042,249.695562,26994
marinedebris.noaa.gov,26994,51912,22841,1.923094021,117.1169149,24918
mcrdsd.marines.mil,26994,60218,21803,2.230792028,144.9634363,28033
mn.usembassy.gov,26994,87213,17650,3.230829073,400.2744684,26994
oit.va.gov,26994,73715,21803,2.730792028,135.0017782,28033
ovc.gov,26994,91366,21803,3.384678077,344.9275765,26994
usfa.fema.gov,26994,59180,26994,2.192339038,29.15421946,31147
vistacampus.gov,26994,115245,20765,4.269282063,306.5040009,26994
www-s.nist.gov,26994,97595,16612,3.615433059,92.00118545,26994
collections.nlm.nih.gov,25956,141201,25956,5.44001387,176.5207274,30109
dailyburialschedule.cem.va.gov,25956,107977,23880,4.160001541,240.6010171,22841
dceg.cancer.gov,25956,56065,16612,2.160001541,80.00034674,23880
drivethru.gsa.gov,25956,129781,17650,5.000038527,331.2813993,29071
eagnmnmepd62.usps.gov,25956,38415,25956,1.480004623,3.44001387,25956
es-reg.usps.com,25956,46721,16612,1.800007705,248.121051,22841
goodfellow.af.mil,25956,52950,11421,2.039990754,155.4406688,25956
lk.usembassy.gov,25956,55027,16612,2.120010787,148.5606411,23880
moon.nasa.gov,25956,44645,21803,1.720026198,46.08017414,25956
nature.nps.gov,25956,71639,14535,2.760016952,81.44032208,25956
np.usembassy.gov,25956,82021,22841,3.160001541,112.2404839,25956
nro.gov,25956,39453,15574,1.519995377,12.88006627,25956
ohrp.cit.nih.gov,25956,252293,5191,9.720026198,224.2409462,25956
southtexas.va.gov,25956,52950,19727,2.039990754,83.04033749,26994
bmtflightphotos.af.mil,24918,211802,18688,8.499959868,521.3721808,24918
by.usembassy.gov,24918,67486,14535,2.7083233,220.2904728,23880
challenge.gov,24918,80983,15574,3.249979934,146.2492174,24918
g5.gov,24918,88251,18688,3.541656634,429.2476523,24918
gipsa.usda.gov,24918,115245,11421,4.624969901,347.0814271,24918
goes-r.gov,24918,38415,19727,1.541656634,262.290232,23880
home.nps.gov,24918,39453,23880,1.583313268,211.9155229,22841
hr.usembassy.gov,24918,51912,12459,2.083313268,128.7076411,23880
infocentral.state.gov,24918,32186,3115,1.2916767,50.79139578,24918
jble.af.mil,24918,52950,18688,2.124969901,21.20820291,24918
kw.usembassy.gov,24918,52950,16612,2.124969901,208.4155229,22841
moody.af.mil,24918,48797,21803,1.958303235,46.87474918,25956
paloalto.va.gov,24918,40492,21803,1.625010033,129.7492977,21803
se.usembassy.gov,24918,58142,18688,2.333333333,53.87470905,26994
search.hhs.gov,24918,462019,110054,18.54157637,198.2072397,80983
st.nmfs.noaa.gov,24918,57103,16612,2.291636568,220.5404527,26994
archive.msha.dir.labor.gov,23880,28033,5191,1.173911223,144.5628978,23880
ch.usembassy.gov,23880,65409,19727,2.739070352,105.9113484,22841
cops.usdoj.gov,23880,71639,18688,2.999958124,151.82366,23880
dhs.usajobs.gov,23880,57103,22841,2.391247906,291.4301508,11421
dnfsb.gov,23880,74754,4153,3.13040201,49.86876047,23880
dtp.cancer.gov,23880,47759,21803,1.999958124,80.6508794,23880
hill.af.mil,23880,52950,18688,2.217336683,82.95519263,23880
hu.usembassy.gov,23880,63333,19727,2.652135678,275.6043132,24918
kansascity.va.gov,23880,34262,13497,1.434757119,57.91210218,23880
merge-www-beta.dev.ncei.noaa.gov,23880,638520,1038,26.73869347,2124.922697,24918
no.usembassy.gov,23880,99671,9344,4.173827471,285.4737018,23880
oge.gov,23880,36339,21803,1.521733668,31.43429648,23880
reaganlibrary.gov,23880,39453,19727,1.652135678,337.0815745,22841
software.nasa.gov,23880,85136,22841,3.565159129,160.6496231,25956
umbra.nascom.nasa.gov,23880,34262,2076,1.434757119,359.6464405,23880
am.usembassy.gov,22841,69562,18688,3.045488376,254.2314697,20765
archive.opm.gov,22841,44645,20765,1.954599186,101.3198634,22841
bs.usembassy.gov,22841,42568,17650,1.863666214,97.501598,20765
cz.usembassy.gov,22841,84098,10382,3.681887833,182.3666214,23880
e-cigarettes.surgeongeneral.gov,22841,35300,19727,1.545466486,110.9563504,22841
edwards.af.mil,22841,38415,20765,1.681844052,38.68245699,22841
georgewbushlibrary.smu.edu,22841,26994,20765,1.181822162,40.95521212,22841
godefense.cpms.osd.mil,22841,49836,22841,2.181865943,54.72816427,22841
govloans.gov,22841,51912,21803,2.272755133,70.95569371,23880
lr.usembassy.gov,22841,56065,13497,2.454577295,204.1397049,22841
milwaukee.va.gov,22841,41530,21803,1.818221619,52.31903157,22841
noisyplanet.nidcd.nih.gov,22841,88251,10382,3.863709995,235.5038746,23880
northflorida.va.gov,22841,40492,17650,1.772777024,47.27349941,22841
pa.usembassy.gov,22841,51912,19727,2.272755133,124.5020358,23880
pt.usembassy.gov,22841,50874,22841,2.227310538,100.7743969,23880
science.nature.nps.gov,22841,31147,7268,1.363644324,160.9117377,18688
sealevel.nasa.gov,22841,36339,19727,1.590954862,79.22858018,21803
search.bea.gov,22841,34262,14535,1.50002189,140.1841426,17650
search.commerce.gov,22841,41530,16612,1.818221619,335.0055164,18688
southcom.mil,22841,49836,17650,2.181865943,48.63714373,22841
uscis.usajobs.gov,22841,34262,18688,1.50002189,491.3262554,8306
vandenberg.af.mil,22841,48797,16612,2.136377567,59.27371831,22841
bg.usembassy.gov,21803,42568,16612,1.952391873,51.61936431,19727
data.giss.nasa.gov,21803,71639,20765,3.285740494,106.3339907,20765
diplomacy.state.gov,21803,36339,20765,1.666697243,97.0958125,20765
dsbs.sba.gov,21803,130819,14535,6.000045865,190.6201899,23880
dtra.mil,21803,53989,14535,2.476218869,75.47663166,21803
earlywarning.usgs.gov,21803,86174,2076,3.952391873,215.382241,21803
es.sba.gov,21803,42568,19727,1.952391873,157.1437876,21803
internal.usgs.gov,21803,58142,10382,2.666697243,291.5255699,20765
kadena.af.mil,21803,33224,13497,1.523826996,86.66720176,22841
kirtland.af.mil,21803,31147,15574,1.428564876,39.28596982,19727
lakenheath.af.mil,21803,58142,18688,2.666697243,40.4764482,21803
maps.waterdata.usgs.gov,21803,36339,24918,1.666697243,25.04779159,26994
nasai.usajobs.gov,21803,46721,21803,2.142870247,229.0489841,6229
nwk.usace.army.mil,21803,33224,16612,1.523826996,46.33362381,22841
osan.af.mil,21803,35300,18688,1.619043251,121.7626473,21803
pages.nist.gov,21803,34262,15574,1.571435124,251.0015136,21803
pmf.gov,21803,66448,15574,3.047653993,86.28624501,21803
public.csr.nih.gov,21803,61256,20765,2.809521625,138.0008256,20765
rhce.amedd.army.mil,21803,36339,17650,1.666697243,48.95266706,21803
saferproducts.gov,21803,34262,18688,1.571435124,27.14300784,21803
schriever.af.mil,21803,30109,20765,1.380956749,13.76200523,21803
search.usmarshals.gov,21803,33224,14535,1.523826996,26.90492134,21803
sheppard.af.mil,21803,70601,16612,3.238132367,118.3340366,20765
sn.usembassy.gov,21803,71639,18688,3.285740494,214.382241,20765
stayexempt.irs.gov,21803,49836,21803,2.285740494,249.1443379,16612
usafe.af.mil,21803,40492,12459,1.857175618,195.3821492,17650
women.smokefree.gov,21803,26994,20765,1.238086502,10.76195936,21803
womenshealth.va.gov,21803,40492,10382,1.857175618,14.9524836,25956
youthrules.gov,21803,58142,21803,2.666697243,289.6683943,21803
18f.gsa.gov,20765,42568,17650,2.049987961,148.7491934,21803
accesstocare.va.gov,20765,53989,9344,2.6,123.7993258,20765
al.usembassy.gov,20765,56065,15574,2.699975921,262.1985553,19727
ang.af.mil,20765,45683,18688,2.2,82.0995425,20765
battlecreek.va.gov,20765,29071,9344,1.4,225.498772,20765
bsee.gov,20765,61256,14535,2.949963882,179.9990368,20765
cccbdb.nist.gov,20765,80983,13497,3.899975921,287.1484228,20765
charleston.va.gov,20765,28033,16612,1.350012039,53.89968697,18688
commonfund.nih.gov,20765,51912,19727,2.499975921,88.39951842,22841
comptox.epa.gov,20765,36339,19727,1.750012039,217.3488081,19727
dover.af.mil,20765,63333,16612,3.049987961,240.8986757,20765
eros.usgs.gov,20765,29071,13497,1.4,7.699975921,20765
filermanagement.edgarfiling.sec.gov,20765,163004,8306,7.849939803,671.4963641,20765
firstrespondertraining.gov,20765,34262,14535,1.649987961,101.8994462,20765
landslides.usgs.gov,20765,60218,17650,2.899975921,153.2491693,22841
letsmove.obamawhitehouse.archives.gov,20765,37377,16612,1.8,182.8490248,20765
lincs.ed.gov,20765,32186,19727,1.550012039,54.04969901,20765
losangeles.va.gov,20765,46721,21803,2.249987961,129.8493137,22841
modis.gsfc.nasa.gov,20765,59180,18688,2.849987961,215.4488322,18688
nefsc.noaa.gov,20765,121475,18688,5.849987961,96.9494823,20765
npin.cdc.gov,20765,24918,20765,1.2,65.04965085,20765
pifsc.noaa.gov,20765,25956,20765,1.249987961,55.94967493,20765
pugetsound.va.gov,20765,45683,15574,2.2,162.8991091,20765
pwg.gsfc.nasa.gov,20765,24918,19727,1.2,117.3993739,20765
richmond.va.gov,20765,35300,19727,1.699975921,100.5494341,20765
rucsoundings.noaa.gov,20765,28033,9344,1.350012039,108.699398,17650
search.msha.gov,20765,33224,10382,1.6,28.29983145,19727
sservi.nasa.gov,20765,31147,21803,1.499975921,102.1494341,22841
stats.bls.gov,20765,45683,19727,2.2,92.3494823,21803
stopfakes.gov,20765,25956,19727,1.249987961,19.54991572,20765
zm.usembassy.gov,20765,42568,15574,2.049987961,109.4494101,20765
adcvd.cbp.dhs.gov,19727,64371,4153,3.263091195,71.94606377,20765
agcensus.usda.gov,19727,114207,16612,5.789374968,331.0992548,20765
alaskacenters.gov,19727,25956,17650,1.315760126,48.26228012,19727
c7f.navy.mil,19727,24918,18688,1.263141887,20.26278704,18688
cherrypoint.marines.mil,19727,19727,15574,1,13.52608101,18688
csat.dhs.gov,19727,56065,5191,2.842043899,198.9964009,19727
eagnmnmepd4f.usps.gov,19727,29071,19727,1.473665535,4.368327673,19727
eagnmnmepd50.usps.gov,19727,25956,19727,1.315760126,2.68413849,19727
epas.uspto.gov,19727,856552,15574,43.42028692,837.0374613,33224
floridakeys.noaa.gov,19727,82021,19727,4.157804025,80.15643534,19727
gibill.custhelp.va.gov,19727,124589,13497,6.315658742,501.9382572,18688
gr.usembassy.gov,19727,66448,18688,3.368378365,266.2583262,19727
ir.usembassy.gov,19727,69562,20765,3.526233082,204.1542049,20765
jru.usconsulate.gov,19727,50874,14535,2.578902012,169.5232423,19727
learn.nlm.nih.gov,19727,19727,15574,1,479.0965682,12459
ndupress.ndu.edu,19727,25956,13497,1.315760126,43.26238151,18688
newfarmers.usda.gov,19727,52950,16612,2.68413849,231.3642216,11421
news.science360.gov,19727,39453,8306,1.999949308,267.9951336,19727
nssdc.gsfc.nasa.gov,19727,53989,15574,2.736807421,183.7861307,18688
ovcttac.gov,19727,38415,16612,1.947331069,78.31439144,19727
ppirs.gov,19727,25956,11421,1.315760126,35.73619912,18688
science.gsfc.nasa.gov,19727,50874,16612,2.578902012,306.8891874,21803
smartbusinessmoments.usps.com,19727,30109,5191,1.526283774,96.05089471,20765
usda.usajobs.gov,19727,38415,15574,1.947331069,351.4147108,4153
westcoast.fisheries.noaa.gov,19727,32186,16612,1.631570943,121.8925331,19727
www2.cdc.gov,19727,45683,21803,2.315760126,436.3605211,15574
2009-2017.state.gov,18688,33224,13497,1.777825342,35.83411815,18688
acquisitionacademy.va.gov,18688,41530,4153,2.222281678,141.1696811,19727
blog.usaid.gov,18688,25956,16612,1.388912671,203.3376498,16612
build.export.gov,18688,103824,13497,5.555650685,282.0059932,22841
careers.occ.gov,18688,43606,9344,2.333369007,40.33417166,18688
